201802000000000078511000000000000101000000000000000150220180000511CP1427000000000000000000001511998D01000100000000S      S0000         552252       AP180215607954                                      
201802000000000095462000000000009801250000000000000150220180000462000866000000000000000000000039825D01250125000000S      S0000         AR697346     IC180215000088                                      
201802000000000095462000000000009901250000000000000210220180000462006454000000000000000000000002236D01250125000000S      S0000         AR698170     IC180221000126                                      
201802000000000095462000000000010001250000000000000210220180000462006454000000000000000000000003992D01250125000000S      S0000         AR698170     IC180221000126                                      
201802000000000095462000000000010101250000000000000210220180000462006454000000000000000000000003526D01250125000000S      S0000         AR698170     IC180221000126                                      
201802000000000095462000000000010201250000000000000210220180000462006454000000000000000000000003925D01250125000000S      S0000         AR698170     IC180221000126                                      
201802000000000095462000000000010301250000000000000210220180000462006454000000000000000000000002620D01250125000000S      S0000         AR698170     IC180221000126                                      
201802000000000095482000000000010401250000000000000020220180000482007603000000000000000000000301628D01250125000000S      S0000         AR695754     IC180202000062                                      
201802000000000095482000000000010501250000000000000060220180000482004835000000000000000000000112800D01250125000000S      S0000         AR696288     IC180206000045                                      
201802000000000095482000000000010601250000000000000060220180000482004835000000000000000000000169200D01250125000000S      S0000         AR696288     IC180206000045                                      
201802000000000095482000000000010701250000000000000070220180000482005239000000000000000000000163730D01250125000000S      S0000         AR696469     IC180207000061                                      
201802000000000095482000000000010801250000000000000090220180000482004835000000000000000000000095880D01250125000000S      S0000         AR696777     IC180209000008                                      
201802000000000095482000000000010901250000000000000090220180000482004835000000000000000000000012500D01250125000000S      S0000         AR696778     IC180209000009                                      
201802000000000095482000000000011001250000000000000090220180000482005477000000000000000000000073200D01250125000000S      S0000         AR696789     IC180209000020                                      
201802000000000095482000000000011101250000000000000090220180000482005477000000000000000000000011000D01250125000000S      S0000         AR696789     IC180209000020                                      
201802000000000095482000000000011201250000000000000100220180000482005239000000000000000000000002775C01250125000000S      S0000         551961       AP180210607663                                      
201802000000000095482000000000011301250000000000000100220180000482005239000000000000000000000030000D01250125000000S      S0000         AR696964     IC180210000091                                      
201802000000000095482000000000011401250000000000000100220180000482005477000000000000000000000010000D01250125000000S      S0000         AR696978     IC180210000104                                      
201802000000000095482000000000011501250000000000000130220180000482004897000000000000000000000139159D01250125000000S      S0000         AR697170     IC180213000059                                      
201802000000000095493000000000011601250000000000000020220180000493006520000000000000000000000089000D01250125000000S      S0000         AR695773     IC180202000081                                      
201802000000000095493000000000011701250000000000000060220180000493007822000000000000000000000132500D01250125000000S      S0000         AR696275     IC180206000030                                      
201802000000000095494000000000011801250000000000000060220180000494002861000000000000000000000227836C01250125000000S      S0000         551417       AP180206607115                                      
201802000000000095494000000000011901250000000000000060220180000494002861000000000000000000000947529D01250125000000S      S0000         AR696289     IC180206000047                                      
201802000000000095494000000000012001250000000000000150220180000494008238000000000000000000000000001D01250125000000S      S0000         552249       AP180215607951                                      
201802000000000095494000000000012101250000000000000150220180000494008238000000000000000000002033320D01250125000000S      S0000         AR697343     IC180215000086                                      
201802000000000095499000000000012201250000000000000060220180000499006242000000000000000000000076500D01250125000000S      S0000         AR696273     IC180206000026                                      
201802000000000095499000000000012301250000000000000060220180000499006242000000000000000000000033000D01250125000000S      S0000         AR696273     IC180206000026                                      
201802000000000095499000000000012401250000000000000150220180000499007984000000000000000000000000001C01250125000000S      S0000         552267       AP180215607969                                      
201802000000000095499000000000012501250000000000000150220180000499007984000000000000000000000085000D01250125000000S      S0000         AR697362     IC180215000105                                      
201802000000000095499000000000012601250000000000000150220180000499007984000000000000000000000101500D01250125000000S      S0000         AR697363     IC180215000106                                      
201802000000000095499000000000012701250000000000000150220180000499007984000000000000000000000018750D01250125000000S      S0000         AR697363     IC180215000106                                      
201802000000000095499000000000012801250000000000000150220180000499007984000000000000000000000012500D01250125000000S      S0000         AR697363     IC180215000106                                      
201802000000000095511000000000012901250000000000000130220180000511007290000000000000000000000400000D01250125000000S      S0000         AR697185     IC180213000074                                      
201802000000000095521000000000013001250000000000000230220180000521000189000000000000000000000045000D01250125000000S      S0000         AR698503     IC180223000054                                      
201802000000000095540000000000013101250000000000000010220180000540CP0098000000000000000000000375240D01250125000000S      S0000         550899       AP180201606598                                      
201802000000000095540000000000013201250000000000000020220180000540001321000000000000000000000000246C01250125000000S      S0000         551119       AP180202606817                                      
201802000000000095540000000000013301250000000000000020220180000540001321000000000000000000000013041D01250125000000S      S0000         AR695761     IC180202000069                                      
201802000000000095540000000000013401250000000000000020220180000540001321000000000000000000000026082D01250125000000S      S0000         AR695761     IC180202000069                                      
201802000000000095540000000000013501250000000000000020220180000540001321000000000000000000000026082D01250125000000S      S0000         AR695761     IC180202000069                                      
201802000000000095540000000000013601250000000000000020220180000540001321000000000000000000000013041D01250125000000S      S0000         AR695761     IC180202000069                                      
201802000000000095540000000000013701250000000000000020220180000540001321000000000000000000000052164D01250125000000S      S0000         AR695832     IC180202000147                                      
201802000000000095540000000000013801250000000000000060220180000540005835000000000000000000000560000D01250125000000S      S0000         AR696186     IC180206000005                                      
201802000000000095540000000000013901250000000000000070220180000540cp1458000000000000000000000016000D01250125000000S      S0000         551538       AP180207607226                                      
201802000000000095540000000000014001250000000000000080220180000540008038000000000000000000000000001D01250125000000S      S0000         551718       AP180208607399                                      
201802000000000095540000000000014101250000000000000080220180000540007656000000000000000000000242093D01250125000000S      S0000         AR696603     IC180208000065                                      
201802000000000095540000000000014201250000000000000080220180000540006263000000000000000000000004500D01250125000000S      S0000         AR696640     IC180208000102                                      
201802000000000095540000000000014301250000000000000080220180000540008038000000000000000000000870462D01250125000000S      S0000         AR696666     IC180208000114                                      
201802000000000095542000000000014401250000000000000100220180000542007304000000000000000000000005519C01250125000000S      S0000         551954       AP180210607656                                      
201802000000000095542000000000014501250000000000000100220180000542007304000000000000000000000097494D01250125000000S      S0000         AR696952     IC180210000079                                      
201802000000000095544000000000014601250000000000000100220180000544008696000000000000000000000147000D01250125000000S      S0000         AR696936     IC180210000063                                      
201802000000000095546000000000014701250000000000000150220180000546006686000000000000000000000000000D01250125000000S      S0000         552202       AP180215607897                                      
201802000000000095546000000000014801250000000000000150220180000546006686000000000000000000000000000D01250125000000S      S0000         552205       AP180215607900                                      
201802000000000095546000000000014901250000000000000150220180000546006686000000000000000000000004160D01250125000000S      S0000         AR697268     IC180215000016                                      
201802000000000095546000000000015001250000000000000150220180000546006686000000000000000000000073025D01250125000000S      S0000         AR697276     IC180215000030                                      
201802000000000095546000000000015101250000000000000150220180000546006686000000000000000000000010122D01250125000000S      S0000         AR697288     IC180215000039                                      
201802000000000095547000000000015201250000000000000060220180000547006237000000000000000000000000000D01250125000000S      S0000         551407       AP180206607105                                      
201802000000000095547000000000015301250000000000000060220180000547006237000000000000000000000000232D01250125000000S      S0000         AR696278     IC180206000034                                      
201802000000000095547000000000015401250000000000000060220180000547006237000000000000000000000000232C01250125000000S      S0000         AR696278     IC180206000035                                      
201802000000000095547000000000015501250000000000000060220180000547006237000000000000000000000000232D01250125000000S      S0000         AR696278     IC180206000036                                      
201802000000000095547000000000015601250000000000000060220180000547006237000000000000000000000025490D01250125000000S      S0000         AR696280     IC180206000037                                      
201802000000000095547000000000015701250000000000000060220180000547006192000000000000000000000046017D01250125000000S      S0000         AR696281     IC180206000038                                      
201802000000000095582000000000015801250000000000000020220180000582007603000000000000000000000033354D01250125000000S      S0000         551111       AP180202606808                                      
201802000000000095582000000000015901250000000000000020220180000582007603000000000000000000000327230D01250125000000S      S0000         AR695754     IC180202000062                                      
201802000000000095582000000000016001250000000000000060220180000582008180000000000000000000000036395D01250125000000S      S0000         AR696301     IC180206000112                                      
201802000000000095582000000000016101250000000000000090220180000582004835000000000000000000000143820D01250125000000S      S0000         AR696777     IC180209000008                                      
201802000000000095582000000000016201250000000000000090220180000582004835000000000000000000000012500D01250125000000S      S0000         AR696778     IC180209000009                                      
201802000000000095582000000000016301250000000000000130220180000582008180000000000000000000000000000D01250125000000S      S0000         552082       AP180213607776                                      
201802000000000095582000000000016401250000000000000130220180000582008180000000000000000000000032433D01250125000000S      S0000         AR697134     IC180213000025                                      
201802000000000095582000000000016501250000000000000240220180000582008180000000000000000000000297000D01250125000000S      S0000         AR698612     IC180224000035                                      
201802000000000095590000000000016601250000000000000060220180000590004724000000000000000000000017095D01250125000000S      S0000         551414       AP180206607112                                      
201802000000000095590000000000016701250000000000000060220180000590004724000000000000000000000005919D01250125000000S      S0000         551414       AP180206607112                                      
201802000000000095590000000000016801250000000000000060220180000590004724000000000000000000000387509D01250125000000S      S0000         AR696287     IC180206000044                                      
201802000000000095590000000000016901250000000000000060220180000590004724000000000000000000000167135D01250125000000S      S0000         AR696287     IC180206000044                                      
201802000000000095590000000000017001250000000000000140220180000590009158000000000000000000000140120D01250125000000S      S0000         AR697199     IC180214000011                                      
201802000000000095590000000000017101250000000000000160220180000590000436000000000000000000000338328D01250125000000S      S0000         AR697504     IC180216000033                                      
201802000000000095594000000000017201250000000000000010220180000594000453000000000000000000000077670D01250125000000S      S0000         550902       AP180201606598                                      
201802000000000095596000000000017301250000000000000070220180000596CP0004000000000000000000000122725D01250125000000S      S0000         551593       AP180207607274                                      
201802000000000095615000000000017401250000000000000060220180000615002245000000000000000000000080590D01250125000000S      S0000         AR696276     IC180206000031                                      
201802000000000095626000000000017501250000000000000050220180000626002056000000000000000000000001593D01250125000000S      S0000         551319       AP180205607025                                      
201802000000000095626000000000017601250000000000000060220180000626003982000000000000000000000000000D01250125000000S      S0000         551409       AP180206607107                                      
201802000000000095626000000000017701250000000000000060220180000626003982000000000000000000000000271D01250125000000S      S0000         AR696282     IC180206000039                                      
201802000000000095626000000000017801250000000000000060220180000626003982000000000000000000000000000D01250125000000S      S0000         551409       AP180206607295                                      
201802000000000095626000000000017901250000000000000060220180000626003982000000000000000000000000271C01250125000000S      S0000         AR696282     IC180206000209                                      
201802000000000095626000000000018001250000000000000080220180000626003982000000000000000000000000000D01250125000000S      S0000         551775       AP180208607461                                      
201802000000000095626000000000018101250000000000000080220180000626003982000000000000000000000008800D01250125000000S      S0000         AR696714     IC180208000179                                      
201802000000000095626000000000018201250000000000000080220180000626003982000000000000000000000011597D01250125000000S      S0000         AR696714     IC180208000179                                      
201802000000000095626000000000018301250000000000000080220180000626003982000000000000000000000003366D01250125000000S      S0000         AR696714     IC180208000179                                      
201802000000000095626000000000018401250000000000000080220180000626003982000000000000000000000008800C01250125000000S      S0000         AR696714     IC180208000181                                      
201802000000000095626000000000018501250000000000000080220180000626003982000000000000000000000011597C01250125000000S      S0000         AR696714     IC180208000181                                      
201802000000000095626000000000018601250000000000000080220180000626003982000000000000000000000003366C01250125000000S      S0000         AR696714     IC180208000181                                      
201802000000000095626000000000018701250000000000000080220180000626003982000000000000000000000008800D01250125000000S      S0000         AR696714     IC180208000182                                      
201802000000000095626000000000018801250000000000000080220180000626003982000000000000000000000011597D01250125000000S      S0000         AR696714     IC180208000182                                      
201802000000000095626000000000018901250000000000000080220180000626003982000000000000000000000003366D01250125000000S      S0000         AR696714     IC180208000182                                      
201802000000000095626000000000019001250000000000000120220180000626002056000000000000000000000000080D01250125000000S      S0000         551983       AP180212607684                                      
201802000000000095626000000000019101250000000000000140220180000626003982000000000000000000000000000D01250125000000S      S0000         552181       AP180214607875                                      
201802000000000095626000000000019201250000000000000140220180000626003982000000000000000000000025095D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019301250000000000000140220180000626003982000000000000000000000001059D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019401250000000000000140220180000626003982000000000000000000000020020D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019501250000000000000140220180000626003982000000000000000000000005219D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019601250000000000000140220180000626003982000000000000000000000007510D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019701250000000000000140220180000626003982000000000000000000000007326D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019801250000000000000140220180000626003982000000000000000000000005387D01250125000000S      S0000         AR697241     IC180214000052                                      
201802000000000095626000000000019901250000000000000140220180000626003982000000000000000000000025095C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020001250000000000000140220180000626003982000000000000000000000001059C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020101250000000000000140220180000626003982000000000000000000000020020C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020201250000000000000140220180000626003982000000000000000000000005219C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020301250000000000000140220180000626003982000000000000000000000007510C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020401250000000000000140220180000626003982000000000000000000000007326C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020501250000000000000140220180000626003982000000000000000000000005387C01250125000000S      S0000         AR697241     IC180214000067                                      
201802000000000095626000000000020601250000000000000140220180000626003982000000000000000000000000000D01250125000000S      S0000         552181       AP180214607913                                      
201802000000000095626000000000020701250000000000000150220180000626002056000000000000000000000000155D01250125000000S      S0000         552232       AP180215607930                                      
201802000000000095626000000000020801250000000000000150220180000626003982000000000000000000000000000D01250125000000S      S0000         552219       AP180215607919                                      
201802000000000095626000000000020901250000000000000150220180000626003982000000000000000000000025095D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021001250000000000000150220180000626003982000000000000000000000001059D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021101250000000000000150220180000626003982000000000000000000000020020D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021201250000000000000150220180000626003982000000000000000000000005219D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021301250000000000000150220180000626003982000000000000000000000007510D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021401250000000000000150220180000626003982000000000000000000000007326D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021501250000000000000150220180000626003982000000000000000000000005387D01250125000000S      S0000         AR697318     IC180215000064                                      
201802000000000095626000000000021601250000000000000230220180000626002056000000000000000000000007697D01250125000000S      S0000         553168       AP180223608831                                      
201802000000000095627000000000021701250000000000000120220180000627CP1349000000000000000000000251197D01250125000000S      S0000         552003       AP180212607702                                      
201802000000000095627000000000021801250000000000000220220180000627003872000000000000000000000000000D01250125000000S      S0000         553101       AP180222608753                                      
201802000000000095627000000000021901250000000000000220220180000627001043000000000000000000000000000D01250125000000S      S0000         553105       AP180222608757                                      
201802000000000095627000000000022001250000000000000220220180000627003872000000000000000000000024311D01250125000000S      S0000         AR698435     IC180222000133                                      
201802000000000095627000000000022101250000000000000220220180000627001043000000000000000000000094187D01250125000000S      S0000         AR698437     IC180222000137                                      
201802000000000095627000000000022201250000000000000220220180000627001043000000000000000000000314742D01250125000000S      S0000         AR698437     IC180222000137                                      
201802000000000095627000000000022301250000000000000220220180000627001043000000000000000000000000282D01250125000000S      S0000         AR698437     IC180222000137                                      
201802000000000095628000000000022401250000000000000020220180000628005842000000000000000000000086800D01250125000000S      S0000         AR695758     IC180202000066                                      
